Value,Count,apps_mzs_rast,LC20_BPS_220,LC24_SCla_250,BPS_MODEL,BPS_NAME,GROUPVEG,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,LABEL
190,16519.000000000000000,64,1960,6,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,UN
191,17425.000000000000000,64,1960,2,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,B
192,74166.000000000000000,64,1964,7,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,UE
193,27127.000000000000000,64,1960,180,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Agriculture
194,110188.000000000000000,64,1963,120,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Developed
195,642249.000000000000000,64,1956,3,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,C
196,3730605.000000000000000,64,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
197,2079406.000000000000000,64,1947,180,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,Agriculture
198,503256.000000000000000,64,1957,1,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,A
199,503662.000000000000000,64,1957,180,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,Agriculture
200,1255286.000000000000000,64,1958,6,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,UN
201,232045.000000000000000,64,1956,2,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,B
202,1531073.000000000000000,64,1958,3,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,C
203,437623.000000000000000,64,1958,2,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,B
204,1304423.000000000000000,64,1957,3,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,C
205,1773139.000000000000000,64,1957,2,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,B
206,532236.000000000000000,64,1958,180,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,Agriculture
207,173573.000000000000000,64,1958,120,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,Developed
208,545440.000000000000000,64,1957,7,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,UE
209,376940.000000000000000,64,1958,7,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,UE
210,411785.000000000000000,64,1957,120,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,Developed
211,391990.000000000000000,64,1956,180,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,Agriculture
212,522662.000000000000000,64,1956,120,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,Developed
213,331669.000000000000000,64,1960,3,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,C
214,1977958.000000000000000,64,1947,7,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,UE
215,23188.000000000000000,64,1964,120,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,Developed
216,57856.000000000000000,64,1946,1,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,A
217,416379.000000000000000,64,1946,7,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,UE
218,404173.000000000000000,64,1956,7,14710_64_65,Central Interior and Appalachian Floodplain Systems,Riparian,603,392,120,80,UE
219,590316.000000000000000,64,1946,180,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,Agriculture
220,2211477.000000000000000,64,1946,2,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,B
221,147035.000000000000000,64,1946,3,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,C
222,319651.000000000000000,64,1946,120,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,Developed
223,1428157.000000000000000,64,1948,120,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,Developed
224,6560.000000000000000,64,1943,132,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2108,-9999,-9999,2108,Barren or Sparse
225,1009184.000000000000000,64,1947,120,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,Developed
226,184550.000000000000000,64,1950,3,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,C
227,10379.000000000000000,64,1950,180,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,Agriculture
228,4292.000000000000000,64,1962,4,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,D
229,109234.000000000000000,64,1947,1,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,A
230,142120.000000000000000,64,1950,7,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,UE
231,111413.000000000000000,64,1945,5,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,E
232,2740.000000000000000,64,1945,6,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,UN
233,7321.000000000000000,64,1945,3,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,C
234,26907.000000000000000,64,1945,4,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,D
235,45326.000000000000000,64,1945,180,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,Agriculture
236,9298.000000000000000,64,1962,180,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,Agriculture
237,4134.000000000000000,64,1962,6,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,UN
238,5198.000000000000000,64,1962,7,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,UE
239,24896.000000000000000,64,1950,120,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,Developed
240,107193.000000000000000,64,1960,7,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,UE
241,57846.000000000000000,64,1947,3,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,C
242,136199.000000000000000,64,1945,120,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,Developed
243,6319.000000000000000,64,1964,1,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,A
244,40896.000000000000000,64,1945,7,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,UE
245,600.000000000000000,64,1945,2,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,B
246,7633.000000000000000,64,1948,132,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,Barren or Sparse
247,350.000000000000000,64,1958,132,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,Barren or Sparse
248,462.000000000000000,64,1963,132,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,Barren or Sparse
249,55.000000000000000,64,1964,132,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,Barren or Sparse
250,9166.000000000000000,64,1959,1,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,A
251,75461.000000000000000,64,1959,6,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,UN
252,124884.000000000000000,64,1959,4,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,D
253,26686.000000000000000,64,1959,3,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,C
254,13433.000000000000000,64,1962,120,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,Developed
255,21913.000000000000000,64,1959,7,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,UE
256,1957.000000000000000,64,1959,180,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,Agriculture
257,80134.000000000000000,64,1960,120,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Developed
258,701.000000000000000,64,1962,2,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,B
259,547.000000000000000,64,1957,132,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,Barren or Sparse
260,3495.000000000000000,64,1947,132,13660_51_63_64_65_66,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Hardwood-Conifer,482,998,289,153,Barren or Sparse
261,647.000000000000000,64,1945,132,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,Barren or Sparse
262,6484.000000000000000,64,1959,120,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,Developed
263,1808.000000000000000,64,1946,132,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,Barren or Sparse
264,4176.000000000000000,64,1959,2,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,B
265,98427.000000000000000,64,1952,180,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Agriculture
266,432091.000000000000000,64,1952,3,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,C
267,163.000000000000000,64,1950,132,13730_63_64,Acadian Low-Elevation Spruce-Fir-Hardwood Forest,Hardwood-Conifer,1053,-9999,-9999,1053,Barren or Sparse
268,38.000000000000000,64,1962,3,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,C
269,12707.000000000000000,64,1951,180,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,Agriculture
270,107051.000000000000000,64,1951,120,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,Developed
271,3008766.000000000000000,64,1951,3,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,C
272,90485.000000000000000,64,1951,1,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,A
273,124168.000000000000000,64,1951,7,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,UE
274,106755.000000000000000,64,1951,6,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,UN
275,2165129.000000000000000,64,1951,2,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,B
276,728.000000000000000,64,1951,132,13740_64_65_66,Acadian-Appalachian Montane Spruce-Fir Forest,Hardwood-Conifer,580,-9999,-9999,580,Barren or Sparse
277,292096.000000000000000,66,1981,5,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,E
278,85109.000000000000000,66,1981,4,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,D
279,13.000000000000000,66,1982,4,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,D
280,3232.000000000000000,66,1991,3,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,-9999,6,C
281,35207.000000000000000,66,1981,180,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,Agriculture
282,152355.000000000000000,66,1981,120,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,Developed
283,72251.000000000000000,66,1981,7,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,UE
284,46238.000000000000000,66,1991,120,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,-9999,6,Developed
285,7483.000000000000000,66,1981,6,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,UN
286,17691.000000000000000,66,1981,3,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,C
287,695.000000000000000,66,1981,2,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,B
288,32.000000000000000,66,1978,4,13020_65_66,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,983,-9999,-9999,983,D
289,3356.000000000000000,66,1981,132,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,Barren or Sparse
290,2.000000000000000,66,1999,4,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,D
291,1.000000000000000,66,1992,5,14720_64_65_66,Central Interior and Appalachian Riparian Systems,Riparian,984,-9999,198,165,E
292,3049.000000000000000,66,1984,132,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,Barren or Sparse
293,120.000000000000000,66,1991,132,14360_65_66,Northern Atlantic Coastal Plain Dune and Swale,Grassland,10,17,-9999,6,Barren or Sparse
294,56.000000000000000,66,1995,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Barren or Sparse
295,27018.000000000000000,66,1996,180,14800_46_56_58_60_64_65_66,Gulf and Atlantic Coastal Plain Swamp Systems,Riparian,-9999,-9999,221,221,Agriculture
296,160.000000000000000,66,1989,180,13860_66,Acadian-Appalachian Alpine Tundra,Shrubland,-9999,-9999,-9999,-9999,Agriculture
297,217.000000000000000,66,1979,132,13240_60_65_66,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood,48,44,4,4,Barren or Sparse
298,42.000000000000000,66,1981,1,13540_64_66,Northeastern Interior Pine Barrens,Conifer,77,31,12,8,A
299,5883.000000000000000,66,1985,132,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,Barren or Sparse
300,22508.000000000000000,64,1943,4,13020_64,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,2108,-9999,-9999,2108,D
301,39725.000000000000000,64,1948,5,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,E
302,154.000000000000000,64,1958,4,14750_41_50_51_63_64_65_66,Laurentian-Acadian Floodplain Systems,Riparian,-9999,435,68,59,D
303,403.000000000000000,64,1960,132,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Barren or Sparse
304,88.000000000000000,64,1946,4,13620_51_63_64_65_66,Laurentian-Acadian Northern Pine(-Oak) Forest,Hardwood-Conifer,309,447,65,48,D
305,1593.000000000000000,64,31,132,0,Barren-Rock/Sand/Clay,Barren-Rock/Sand/Clay,-9999,-9999,-9999,-9999,Barren or Sparse
306,229.000000000000000,64,1963,3,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,Hardwood,993,-9999,-9999,993,C
307,46121.000000000000000,64,1952,4,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,D
308,217059.000000000000000,64,1952,6,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,UN
309,272220.000000000000000,64,1953,6,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,UN
310,3079.000000000000000,64,1953,7,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,UE
311,13041.000000000000000,64,1952,2,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,B
312,98053.000000000000000,64,1952,7,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,UE
313,832.000000000000000,64,1952,132,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Barren or Sparse
314,1937446.000000000000000,64,1949,2,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,B
315,825542.000000000000000,64,1949,3,13700_60_63_64_65_66,Appalachian (Hemlock-)Northern Hardwood Forest,Hardwood,1010,1122,-9999,531,C
316,19310.000000000000000,64,1948,4,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,D
317,41.000000000000000,64,1953,4,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,D
318,803.000000000000000,64,1953,120,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,Developed
319,139132.000000000000000,64,1952,120,13770_60_61_63_64_65_66,Central Appalachian Pine-Oak Rocky Woodland,Hardwood-Conifer,412,384,4645,190,Developed
320,43.000000000000000,64,1953,180,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,Agriculture
321,22.000000000000000,64,1953,3,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,C
322,9.000000000000000,64,1953,2,13890_64_66,Acadian-Appalachian Subalpine Woodland and Heath-Krummholz,Shrubland,3351,1795,4331,916,B
323,98.000000000000000,64,1962,132,14940_64,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,794,-9999,-9999,794,Barren or Sparse
324,5.000000000000000,64,1959,132,14770_63_64_65_66,Boreal Acidic Peatland Systems,Riparian,935,-9999,170,144,Barren or Sparse
325,17370351.000000000000000,65,11,111,0,Open Water,Open Water,-9999,-9999,-9999,-9999,Water
326,303280.000000000000000,65,1937,6,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,UN
327,2517961.000000000000000,65,1937,3,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,C
328,249313.000000000000000,65,1937,2,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,B
329,674944.000000000000000,65,1942,6,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,UN
330,879554.000000000000000,65,1942,3,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,C
331,116663.000000000000000,65,1940,4,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,D
332,209983.000000000000000,65,1940,6,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,UN
333,61105.000000000000000,65,1940,2,14940_63_65_66,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,Riparian,792,-9999,-9999,792,B
334,126750.000000000000000,65,1942,2,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,B
335,405734.000000000000000,65,1937,7,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,UE
336,1468963.000000000000000,65,1937,120,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Developed
337,141556.000000000000000,65,1942,7,15260_64_65_66,Laurentian-Acadian Swamp Systems,Riparian,1011,-9999,-9999,1011,UE
338,4480693.000000000000000,65,1926,2,13690_60_61_63_64_65_66,Central Appalachian Dry Oak-Pine Forest,Hardwood-Conifer,182,463,15,14,B
339,355178.000000000000000,65,1937,180,14790_60_61_63_64_65_66,Central Interior and Appalachian Swamp Systems,Riparian,1011,-9999,1353,578,Agriculture
